fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
 5,40;0,590;0,07; 7,00;0,045; 36,0;147,0;0,994400;3,34;0,57; 9,700000;6
 6,90;0,320;0,26; 8,30;0,053; 32,0;180,0;0,996500;3,25;0,51; 9,200000;6
 5,20;0,600;0,07; 7,00;0,044; 33,0;147,0;0,994400;3,33;0,58; 9,700000;5
 5,80;0,250;0,26;13,10;0,051; 44,0;148,0;0,997200;3,29;0,38; 9,300000;5
 6,60;0,580;0,30; 5,10;0,057; 30,0;123,0;0,994900;3,24;0,38; 9,000000;5
 7,00;0,290;0,54;10,70;0,046; 59,0;234,0;0,996600;3,05;0,61; 9,500000;5
 6,60;0,190;0,41; 8,90;0,046; 51,0;169,0;0,995400;3,14;0,57; 9,800000;6
 6,70;0,200;0,41; 9,10;0,044; 50,0;166,0;0,995400;3,14;0,58; 9,800000;6
 7,70;0,260;0,40; 1,10;0,042;  9,0; 60,0;0,991500;2,89;0,50;10,600000;5
 6,80;0,320;0,34; 1,20;0,044; 14,0; 67,0;0,991900;3,05;0,47;10,600000;4
 7,00;0,300;0,49; 4,70;0,036; 17,0;105,0;0,991600;3,26;0,68;12,400000;7
 7,00;0,240;0,36; 2,80;0,034; 22,0;112,0;0,990000;3,19;0,38;12,600000;8
 6,10;0,310;0,58; 5,00;0,039; 36,0;114,0;0,990900;3,30;0,60;12,300000;8
 6,80;0,440;0,37; 5,10;0,047; 46,0;201,0;0,993800;3,08;0,65;10,500000;4
 6,70;0,340;0,30;15,60;0,054; 51,0;196,0;0,998200;3,19;0,49; 9,300000;5
 7,10;0,350;0,24;15,40;0,055; 46,0;198,0;0,998800;3,12;0,49; 8,800000;5
 7,30;0,320;0,25; 7,20;0,056; 47,0;180,0;0,996100;3,08;0,47; 8,800000;5
 6,50;0,280;0,33;15,70;0,053; 51,0;190,0;0,997800;3,22;0,51; 9,700000;6
 7,20;0,230;0,39;14,20;0,058; 49,0;192,0;0,997900;2,98;0,48; 9,000000;7
 7,20;0,230;0,39;14,20;0,058; 49,0;192,0;0,997900;2,98;0,48; 9,000000;7
 7,20;0,230;0,39;14,20;0,058; 49,0;192,0;0,997900;2,98;0,48; 9,000000;7
 7,20;0,230;0,39;14,20;0,058; 49,0;192,0;0,997900;2,98;0,48; 9,000000;7
 5,90;0,150;0,31; 5,80;0,041; 53,0;155,0;0,994500;3,52;0,46;10,500000;6
 7,40;0,280;0,42;19,80;0,066; 53,0;195,0;1,000000;2,96;0,44; 9,100000;5
 6,20;0,280;0,22; 7,30;0,041; 26,0;157,0;0,995700;3,44;0,64; 9,800000;7
 9,10;0,590;0,38; 1,60;0,066; 34,0;182,0;0,996800;3,23;0,38; 8,500000;3
 6,30;0,330;0,27; 1,20;0,046; 34,0;175,0;0,993400;3,37;0,54; 9,400000;6
 8,30;0,390;0,70;10,60;0,045; 33,0;169,0;0,997600;3,09;0,57; 9,400000;5
 7,20;0,190;0,46; 3,80;0,041; 82,0;187,0;0,993200;3,19;0,60;11,200000;7
 7,50;0,170;0,44;11,30;0,046; 65,0;146,0;0,997000;3,17;0,45;10,000000;6
 6,70;0,170;0,50; 2,10;0,043; 27,0;122,0;0,992300;3,15;0,45;10,300000;6
 6,10;0,410;0,00; 1,60;0,063; 36,0; 87,0;0,991400;3,27;0,67;10,800000;6
 8,30;0,200;0,35; 0,90;0,050; 12,0; 74,0;0,992000;3,13;0,38;10,500000;6
 6,10;0,410;0,00; 1,60;0,063; 36,0; 87,0;0,991400;3,27;0,67;10,800000;6
 6,00;0,290;0,21; 1,30;0,055; 42,0;168,0;0,991400;3,32;0,43;11,100000;6
 7,30;0,410;0,24; 6,80;0,057; 41,0;163,0;0,994900;3,20;0,41; 9,900000;6
 7,30;0,410;0,24; 6,80;0,057; 41,0;163,0;0,994900;3,20;0,41; 9,900000;6
 7,20;0,430;0,24; 6,70;0,058; 40,0;163,0;0,995000;3,20;0,41; 9,900000;5
 7,30;0,400;0,24; 6,70;0,058; 41,0;166,0;0,995000;3,20;0,41; 9,900000;6
 6,20;0,330;0,27; 4,90;0,036; 30,0;134,0;0,992700;3,20;0,42;10,400000;7
 6,20;0,310;0,26; 4,80;0,037; 36,0;148,0;0,992800;3,21;0,41;10,400000;6
 6,10;0,360;0,27; 2,10;0,035; 16,0;100,0;0,991700;3,40;0,71;11,500000;7
 5,00;0,550;0,14; 8,30;0,032; 35,0;164,0;0,991800;3,53;0,51;12,500000;8
 7,80;0,250;0,41; 3,70;0,042; 37,0;149,0;0,995400;3,36;0,45;10,000000;6
 5,70;0,360;0,21; 6,70;0,038; 51,0;166,0;0,994100;3,29;0,63;10,000000;6
 5,80;0,340;0,21; 6,60;0,040; 50,0;167,0;0,994100;3,29;0,62;10,000000;5
 6,80;0,280;0,60; 1,10;0,132; 42,0;127,0;0,993400;3,09;0,44; 9,100000;6
 6,80;0,250;0,34; 4,70;0,031; 34,0;134,0;0,992700;3,21;0,38;10,600000;6
 6,60;0,240;0,35; 7,70;0,031; 36,0;135,0;0,993800;3,19;0,37;10,500000;5
 5,90;0,300;0,47; 7,85;0,030; 19,0;133,0;0,993300;3,52;0,43;11,500000;7
 6,10;0,125;0,25; 3,30;0,040; 10,0; 69,0;0,993400;3,54;0,59;10,100000;6
 6,00;0,100;0,24; 1,10;0,041; 15,0; 65,0;0,992700;3,61;0,61;10,300000;7
 6,60;0,240;0,35; 7,70;0,031; 36,0;135,0;0,993800;3,19;0,37;10,500000;5
 6,80;0,250;0,34; 4,70;0,031; 34,0;134,0;0,992700;3,21;0,38;10,600000;6
 6,80;0,280;0,44; 9,30;0,031; 35,0;137,0;0,994600;3,16;0,36;10,400000;6
 8,30;0,410;0,51; 2,00;0,046; 11,0;207,0;0,993000;3,02;0,55;11,400000;5
 7,50;0,270;0,31; 5,80;0,057;131,0;313,0;0,994600;3,18;0,59;10,500000;5
 7,90;0,260;0,41;15,15;0,040; 38,0;216,0;0,997600;2,96;0,60;10,000000;6
 6,40;0,340;0,23; 6,30;0,039; 37,0;143,0;0,994400;3,19;0,65;10,000000;6
 6,50;0,280;0,35;15,40;0,042; 55,0;195,0;0,997800;3,23;0,50; 9,600000;6
 7,20;0,210;0,41; 1,30;0,036; 33,0; 85,0;0,992000;3,17;0,51;10,400000;5
 6,40;0,320;0,35; 4,80;0,030; 34,0;101,0;0,991200;3,36;0,60;12,500000;8
 6,80;0,240;0,34; 4,60;0,032; 37,0;135,0;0,992700;3,20;0,39;10,600000;5
 6,30;0,230;0,30; 1,80;0,033; 16,0; 91,0;0,990600;3,28;0,40;11,800000;6
 6,50;0,280;0,34; 9,90;0,038; 30,0;133,0;0,995400;3,11;0,44; 9,800000;5
 5,60;0,260;0,26; 5,70;0,031; 12,0; 80,0;0,992300;3,25;0,38;10,800000;5
 6,30;0,230;0,30; 1,80;0,033; 16,0; 91,0;0,990600;3,28;0,40;11,800000;6
 6,30;0,230;0,33; 1,50;0,036; 15,0;105,0;0,991000;3,32;0,42;11,200000;6
 5,80;0,270;0,27;12,30;0,045; 55,0;170,0;0,997200;3,28;0,42; 9,300000;6
 5,90;0,260;0,40; 1,30;0,047; 12,0;139,0;0,994500;3,45;0,53;10,400000;5
 6,60;0,180;0,35; 1,50;0,049; 49,0;141,0;0,993400;3,43;0,85;10,200000;7
 7,40;0,200;0,43; 7,80;0,045; 27,0;153,0;0,996400;3,19;0,55; 9,000000;7
 8,00;0,240;0,36; 1,50;0,047; 17,0;129,0;0,994800;3,20;0,54;10,000000;6
 6,40;0,260;0,42; 9,70;0,044; 30,0;140,0;0,996200;3,18;0,47; 9,100000;6
 5,40;0,310;0,47; 3,00;0,053; 46,0;144,0;0,993100;3,29;0,76;10,000000;5
 5,40;0,290;0,47; 3,00;0,052; 47,0;145,0;0,993000;3,29;0,75;10,000000;6
 7,10;0,145;0,33; 4,60;0,050; 33,0;131,0;0,994200;3,28;0,40; 9,600000;6
 5,60;0,340;0,10; 1,30;0,031; 20,0; 68,0;0,990600;3,36;0,51;11,200000;7
 6,70;0,190;0,41;15,60;0,056; 75,0;155,0;0,999500;3,20;0,44; 8,800000;6
 7,80;0,180;0,46;13,60;0,052; 38,0;118,0;0,998000;3,15;0,50;10,000000;6
 7,60;0,170;0,45;11,20;0,054; 56,0;137,0;0,997000;3,15;0,47;10,000000;5
 6,30;0,120;0,36; 2,10;0,044; 47,0;146,0;0,991400;3,27;0,74;11,400000;7
 7,30;0,330;0,40; 6,85;0,038; 32,0;138,0;0,992000;3,03;0,30;11,900000;7
 5,50;0,335;0,30; 2,50;0,071; 27,0;128,0;0,992400;3,14;0,51; 9,600000;6
 7,30;0,330;0,40; 6,85;0,038; 32,0;138,0;0,992000;3,03;0,30;11,900000;7
 5,80;0,400;0,42; 4,40;0,047; 38,5;245,0;0,993700;3,25;0,57; 9,600000;6
 7,30;0,220;0,37;14,30;0,063; 48,0;191,0;0,997800;2,89;0,38; 9,000000;6
 7,30;0,220;0,37;14,30;0,063; 48,0;191,0;0,997800;2,89;0,38; 9,000000;6
 6,10;0,360;0,33; 1,10;0,050; 24,0;169,0;0,992700;3,15;0,78; 9,500000;6
10,00;0,200;0,39; 1,40;0,050; 19,0;152,0;0,994000;3,00;0,42;10,400000;6
 6,90;0,240;0,34; 4,70;0,040; 43,0;161,0;0,993500;3,20;0,59;10,600000;6
 6,40;0,240;0,32;14,90;0,047; 54,0;162,0;0,996800;3,28;0,50;10,200000;6
 7,10;0,365;0,14; 1,20;0,055; 24,0; 84,0;0,994100;3,15;0,43; 8,900000;5
 6,80;0,150;0,30; 5,30;0,050; 40,0;127,0;0,994200;3,40;0,39; 9,700000;6
 7,30;0,220;0,37;14,30;0,063; 48,0;191,0;0,997800;2,89;0,38; 9,000000;6
 6,80;0,160;0,40; 2,30;0,037; 18,0;102,0;0,992300;3,49;0,42;11,400000;7
 6,00;0,260;0,32; 3,50;0,028; 29,0;113,0;0,991200;3,40;0,71;12,300000;7
 6,00;0,180;0,27; 1,50;0,089; 40,0;143,0;0,992300;3,49;0,62;10,800000;6
 6,90;0,330;0,21; 1,00;0,053; 39,0;148,0;0,992700;3,12;0,45; 9,400000;6
 7,70;0,290;0,48; 2,30;0,049; 36,0;178,0;0,993100;3,17;0,64;10,600000;6
 7,10;0,390;0,35;12,50;0,044; 26,0; 72,0;0,994100;3,17;0,29;11,600000;5
 6,90;0,330;0,21; 1,00;0,053; 39,0;148,0;0,992700;3,12;0,45; 9,400000;6
 7,70;0,290;0,48; 2,30;0,049; 36,0;178,0;0,993100;3,17;0,64;10,600000;6
 6,60;0,905;0,19; 0,80;0,048; 17,0;204,0;0,993400;3,34;0,56;10,000000;5
 7,20;0,270;0,27; 2,40;0,048; 30,0;149,0;0,993600;3,10;0,51; 9,200000;6
 5,10;0,330;0,22; 1,60;0,027; 18,0; 89,0;0,989300;3,51;0,38;12,500000;7
 5,10;0,330;0,22; 1,60;0,027; 18,0; 89,0;0,989300;3,51;0,38;12,500000;7
 6,40;0,310;0,28; 1,50;0,037; 12,0;119,0;0,991900;3,32;0,51;10,400000;7
 7,30;0,200;0,44; 1,40;0,045; 21,0; 98,0;0,992400;3,15;0,46;10,000000;7
 5,70;0,320;0,50; 2,60;0,049; 17,0;155,0;0,992700;3,22;0,64;10,000000;6
 6,40;0,310;0,28; 1,50;0,037; 12,0;119,0;0,991900;3,32;0,51;10,400000;7
 7,30;0,200;0,44; 1,40;0,045; 21,0; 98,0;0,992400;3,15;0,46;10,000000;7
 7,20;0,280;0,26;12,50;0,046; 48,0;179,0;0,997500;3,10;0,52; 9,000000;6
 7,50;0,350;0,28; 9,60;0,051; 26,0;157,0;0,996900;3,12;0,53; 9,200000;6
 7,20;0,270;0,27; 2,40;0,048; 30,0;149,0;0,993600;3,10;0,51; 9,200000;6
 6,00;0,360;0,39; 3,20;0,027; 20,0;125,0;0,991000;3,38;0,39;11,300000;7
 5,10;0,330;0,22; 1,60;0,027; 18,0; 89,0;0,989300;3,51;0,38;12,500000;7
 5,00;0,170;0,56; 1,50;0,026; 24,0;115,0;0,990600;3,48;0,39;10,800000;7
 6,30;0,390;0,35; 5,90;0,040; 82,5;260,0;0,994100;3,12;0,66;10,100000;5
 6,70;0,210;0,32; 5,40;0,047; 29,0;140,0;0,995000;3,39;0,46; 9,700000;6
 7,00;0,300;0,38;14,90;0,032; 60,0;181,0;0,998300;3,18;0,61; 9,300000;7
 7,00;0,300;0,38;14,90;0,032; 60,0;181,0;0,998300;3,18;0,61; 9,300000;7
 6,50;0,360;0,32; 1,10;0,031; 13,0; 66,0;0,991600;3,10;0,46;10,600000;5
 6,10;0,550;0,15; 9,80;0,031; 19,0;125,0;0,995700;3,36;0,47;10,200000;6
 7,30;0,240;0,43; 2,00;0,021; 20,0; 69,0;0,990000;3,08;0,56;12,200000;6
 6,80;0,370;0,51;11,80;0,044; 62,0;163,0;0,997600;3,19;0,44; 8,800000;5
 6,80;0,270;0,12; 1,30;0,040; 87,0;168,0;0,992000;3,18;0,41;10,000000;5
 8,20;0,280;0,42; 1,80;0,031; 30,0; 93,0;0,991700;3,09;0,39;11,400000;5
 6,30;0,200;0,40; 1,50;0,037; 35,0;107,0;0,991700;3,46;0,50;11,400000;6
 5,90;0,260;0,27;18,20;0,048; 52,0;168,0;0,999300;3,35;0,44; 9,400000;5
 6,40;0,190;0,42; 2,90;0,032; 32,0; 83,0;0,990800;3,30;0,41;11,700000;6
 6,30;0,200;0,40; 1,50;0,037; 35,0;107,0;0,991700;3,46;0,50;11,400000;6
 6,80;0,370;0,51;11,80;0,044; 62,0;163,0;0,997600;3,19;0,44; 8,800000;5
 6,10;0,350;0,07; 1,40;0,069; 22,0;108,0;0,993400;3,23;0,52; 9,200000;5
 7,10;0,270;0,31;18,20;0,046; 55,0;252,0;1,000000;3,07;0,56; 8,700000;5
 6,80;0,220;0,31; 6,30;0,035; 33,0;170,0;0,991800;3,24;0,66;12,600000;6
 6,80;0,270;0,12; 1,30;0,040; 87,0;168,0;0,992000;3,18;0,41;10,000000;5
 5,80;0,280;0,34; 4,00;0,031; 40,0; 99,0;0,989600;3,39;0,39;12,800000;7
 6,90;0,490;0,24; 1,20;0,049; 13,0;125,0;0,993200;3,17;0,51; 9,400000;5
 6,30;0,140;0,39; 1,20;0,044; 26,0;116,0;0,992000;3,26;0,53;10,300000;6
 8,20;0,280;0,42; 1,80;0,031; 30,0; 93,0;0,991700;3,09;0,39;11,400000;5
 7,20;0,250;0,39;18,95;0,038; 42,0;155,0;0,999900;2,97;0,47; 9,000000;6
 7,30;0,280;0,36;12,70;0,040; 38,0;140,0;0,998000;3,30;0,79; 9,600000;6
 7,20;0,190;0,39; 1,20;0,036; 32,0; 85,0;0,991800;3,16;0,50;10,500000;5
 7,20;0,190;0,39; 1,20;0,036; 32,0; 85,0;0,991800;3,16;0,50;10,500000;5
 7,20;0,250;0,39;18,95;0,038; 42,0;155,0;0,999900;2,97;0,47; 9,000000;6
 7,30;0,280;0,36;12,70;0,040; 38,0;140,0;0,998000;3,30;0,79; 9,600000;6
 7,40;0,210;0,27; 1,20;0,041; 27,0; 99,0;0,992700;3,19;0,33; 9,800000;6
 6,80;0,260;0,22; 7,70;0,047; 57,0;210,0;0,995900;3,10;0,47; 9,000000;5
 7,40;0,210;0,27; 1,20;0,041; 27,0; 99,0;0,992700;3,19;0,33; 9,800000;6
 7,40;0,310;0,28; 1,60;0,050; 33,0;137,0;0,992900;3,31;0,56;10,500000;6
 7,00;0,220;0,31; 2,70;0,030; 41,0;136,0;0,989800;3,16;0,37;12,700000;7
 7,00;0,210;0,28; 8,70;0,045; 37,0;222,0;0,995400;3,25;0,54;10,400000;6
 7,00;0,210;0,28; 8,60;0,045; 37,0;221,0;0,995400;3,25;0,54;10,400000;6
 7,00;0,210;0,28; 8,60;0,045; 37,0;221,0;0,995400;3,25;0,54;10,400000;6
 6,90;0,230;0,38; 8,30;0,047; 47,0;162,0;0,995400;3,34;0,52;10,500000;7
 7,00;0,210;0,28; 8,70;0,045; 37,0;222,0;0,995400;3,25;0,54;10,400000;6
 7,00;0,210;0,28; 8,60;0,045; 37,0;221,0;0,995400;3,25;0,54;10,400000;6
 6,80;0,290;0,50;13,30;0,053; 48,0;194,0;0,997400;3,09;0,45; 9,400000;5
 7,80;0,210;0,27; 1,20;0,051; 20,0; 89,0;0,993600;3,06;0,46; 9,100000;5
 7,10;0,310;0,47;13,60;0,056; 54,0;197,0;0,997800;3,10;0,49; 9,300000;5
 6,80;0,290;0,50;13,30;0,053; 48,0;194,0;0,997400;3,09;0,45; 9,400000;5
 6,40;0,340;0,10; 1,10;0,048; 19,0; 84,0;0,992700;3,21;0,38; 9,800000;5
 7,40;0,155;0,34; 2,30;0,045; 73,5;214,0;0,993400;3,18;0,61; 9,900000;7
 7,20;0,550;0,09; 1,50;0,108; 16,0;151,0;0,993800;3,07;0,57; 9,200000;4
 7,00;0,230;0,36; 7,10;0,028; 31,0;104,0;0,992200;3,35;0,47;12,100000;8
 6,90;0,200;0,37; 6,20;0,027; 24,0; 97,0;0,992000;3,38;0,49;12,200000;7
 6,10;0,280;0,32; 2,50;0,042; 23,0;218,5;0,993500;3,27;0,60; 9,800000;5
 6,60;0,160;0,32; 1,40;0,035; 49,0;186,0;0,990600;3,35;0,64;12,400000;8
 7,40;0,155;0,34; 2,30;0,045; 73,5;214,0;0,993400;3,18;0,61; 9,900000;7
 6,20;0,350;0,04; 1,20;0,060; 23,0;108,0;0,993400;3,26;0,54; 9,200000;5
 6,70;0,220;0,37; 1,60;0,028; 24,0;102,0;0,991300;3,29;0,59;11,600000;7
 6,10;0,380;0,20; 6,60;0,033; 25,0;137,0;0,993800;3,30;0,69;10,400000;6
 6,00;0,250;0,28; 2,20;0,026; 54,0;126,0;0,989800;3,43;0,65;12,900000;8
 6,60;0,520;0,44;12,20;0,048; 54,0;245,0;0,997500;3,26;0,54; 9,300000;6
 6,90;0,240;0,36;20,80;0,031; 40,0;139,0;0,997500;3,20;0,33;11,000000;6
 7,10;0,320;0,32;11,00;0,038; 16,0; 66,0;0,993700;3,24;0,40;11,500000;3
 5,80;0,280;0,27; 2,60;0,054; 30,0;156,0;0,991400;3,53;0,42;12,400000;5
 6,50;0,410;0,24;14,00;0,048; 24,0;113,0;0,998200;3,44;0,53; 9,800000;6
 6,50;0,410;0,24;14,00;0,048; 24,0;113,0;0,998200;3,44;0,53; 9,800000;6
 6,40;0,280;0,29; 1,60;0,052; 34,0;127,0;0,992900;3,48;0,56;10,500000;7
 7,20;0,600;0,20; 9,90;0,070; 21,0;174,0;0,997100;3,03;0,54; 9,100000;5
 6,10;0,200;0,25; 1,20;0,038; 34,0;128,0;0,992100;3,24;0,44;10,100000;5
 5,90;0,460;0,14; 2,70;0,042; 27,0;160,0;0,993100;3,46;0,51;10,600000;7
 6,00;0,270;0,27; 1,60;0,046; 32,0;113,0;0,992400;3,41;0,51;10,500000;7
 6,40;0,280;0,29; 1,60;0,052; 34,0;127,0;0,992900;3,48;0,56;10,500000;7
 6,40;0,410;0,24;14,00;0,048; 24,0;113,0;0,998200;3,44;0,53; 9,800000;6
 6,30;0,230;0,31; 1,50;0,022; 11,0; 82,0;0,989200;3,30;0,40;12,900000;7
 7,10;0,210;0,27; 8,60;0,056; 26,0;111,0;0,995600;2,95;0,52; 9,500000;5
 6,00;0,370;0,32; 1,00;0,053; 31,0;218,5;0,992400;3,29;0,72; 9,800000;6
 6,10;0,430;0,35; 9,10;0,059; 83,0;249,0;0,997100;3,37;0,50; 8,500000;5
 7,10;0,210;0,27; 8,60;0,056; 26,0;111,0;0,995600;2,95;0,52; 9,500000;5
 7,00;0,250;0,29;15,20;0,047; 40,0;171,0;0,998200;3,22;0,45; 9,300000;5
 5,90;0,250;0,19;12,40;0,047; 50,0;162,0;0,997300;3,35;0,38; 9,500000;5
 6,80;0,320;0,21; 2,20;0,044; 15,0; 68,0;0,993200;3,17;0,39; 9,400000;6
 7,20;0,390;0,62;11,00;0,047; 66,0;178,0;0,997600;3,16;0,50; 8,700000;5
 6,30;0,210;0,58;10,00;0,081; 34,0;126,0;0,996200;2,95;0,46; 8,900000;5
 7,00;0,140;0,32; 9,00;0,039; 54,0;141,0;0,995600;3,22;0,43; 9,400000;6
 6,80;0,320;0,21; 2,20;0,044; 15,0; 68,0;0,993200;3,17;0,39; 9,400000;6
 7,20;0,390;0,62;11,00;0,047; 66,0;178,0;0,997600;3,16;0,50; 8,700000;5
 7,20;0,290;0,53;18,15;0,047; 59,0;182,0;0,999200;3,09;0,52; 9,600000;5
 8,60;0,370;0,70;12,15;0,039; 21,0;158,0;0,998300;3,00;0,73; 9,300000;6
 6,50;0,380;0,34; 3,40;0,036; 34,0;200,0;0,993700;3,14;0,76;10,000000;5
 6,60;0,240;0,29; 2,00;0,023; 19,0; 86,0;0,990000;3,25;0,45;12,500000;6
 7,00;0,170;0,31; 4,80;0,034; 34,0;132,0;0,994400;3,36;0,48; 9,600000;7
 5,50;0,160;0,22; 4,50;0,030; 30,0;102,0;0,993800;3,24;0,36; 9,400000;6
 7,00;0,240;0,51;11,00;0,029; 55,0;227,0;0,996500;3,03;0,61; 9,500000;5
 7,40;0,280;0,36; 1,10;0,028; 42,0;105,0;0,989300;2,99;0,39;12,400000;7
 7,00;0,220;0,28; 1,50;0,037; 29,0;115,0;0,992700;3,11;0,55;10,500000;6
 7,10;0,550;0,13; 1,70;0,073; 21,0;165,0;0,994000;2,97;0,58; 9,200000;6
 6,30;0,220;0,33; 1,70;0,041; 67,0;164,0;0,992800;3,32;0,56;10,400000;6
 6,70;0,470;0,34; 8,90;0,043; 31,0;172,0;0,996400;3,22;0,60; 9,200000;5
 5,90;0,360;0,41; 1,30;0,047; 45,0;104,0;0,991700;3,33;0,51;10,600000;6
 5,80;0,250;0,24;13,30;0,044; 41,0;137,0;0,997200;3,34;0,42; 9,500000;5
 6,70;0,470;0,34; 8,90;0,043; 31,0;172,0;0,996400;3,22;0,60; 9,200000;5
 6,20;0,370;0,30; 6,60;0,346; 79,0;200,0;0,995400;3,29;0,58; 9,600000;5
 6,20;0,180;0,38; 1,50;0,028; 36,0;117,0;0,993000;3,47;0,54; 9,700000;6
 6,00;0,160;0,37; 1,50;0,025; 43,0;117,0;0,992800;3,46;0,51; 9,700000;6
 6,60;0,340;0,28; 1,30;0,035; 32,0; 90,0;0,991600;3,10;0,42;10,700000;6
 7,40;0,290;0,29; 1,60;0,045; 53,0;180,0;0,993600;3,34;0,68;10,500000;6
 7,40;0,260;0,31; 7,60;0,047; 52,0;177,0;0,996200;3,13;0,45; 8,900000;6
 7,00;0,280;0,36; 1,00;0,035;  8,0; 70,0;0,989900;3,09;0,46;12,100000;6
 7,10;0,230;0,39; 1,60;0,032; 12,0; 65,0;0,989800;3,25;0,40;12,700000;7
 7,80;0,190;0,26; 8,90;0,039; 42,0;182,0;0,996000;3,18;0,46; 9,900000;6
 6,30;0,190;0,28; 1,80;0,022; 28,0;158,0;0,990700;3,20;0,64;11,400000;6
 6,80;0,200;0,38; 4,70;0,040; 27,0;103,0;0,994000;3,37;0,58;10,700000;6
 5,70;0,440;0,13; 7,00;0,025; 28,0;173,0;0,991300;3,33;0,48;12,500000;6
 7,20;0,400;0,62;10,80;0,041; 70,0;189,0;0,997600;3,08;0,49; 8,600000;4
 6,80;0,230;0,32; 1,60;0,026; 43,0;147,0;0,990400;3,29;0,54;12,500000;6
 5,70;0,335;0,34; 1,00;0,040; 13,0;174,0;0,992000;3,27;0,66;10,000000;5
 7,20;0,400;0,62;10,80;0,041; 70,0;189,0;0,997600;3,08;0,49; 8,600000;4
 7,20;0,280;0,54;16,70;0,045; 54,0;200,0;0,999000;3,08;0,49; 9,500000;6
 6,80;0,190;0,58;14,20;0,038; 51,0;164,0;0,997500;3,12;0,48; 9,600000;6
 6,40;0,300;0,30; 2,25;0,038;  8,0;210,0;0,993700;3,20;0,62; 9,900000;6
 6,50;0,300;0,29; 2,25;0,037;  8,0;210,0;0,993700;3,19;0,62; 9,900000;5
 7,80;0,180;0,31;12,20;0,053; 46,0;140,0;0,998000;3,06;0,53; 8,900000;6
 7,80;0,180;0,31;12,20;0,053; 46,0;140,0;0,998000;3,06;0,53; 8,900000;6
 7,30;0,510;0,26; 3,30;0,090;  7,0;135,0;0,994400;3,01;0,52; 8,800000;5
 6,00;0,240;0,27; 1,90;0,048; 40,0;170,0;0,993800;3,64;0,54;10,000000;7
 5,90;0,620;0,28; 3,50;0,039; 55,0;152,0;0,990700;3,44;0,44;12,000000;6
 6,00;0,240;0,27; 1,90;0,048; 40,0;170,0;0,993800;3,64;0,54;10,000000;7
 6,70;0,270;0,12; 1,30;0,041; 62,0;138,0;0,992100;3,21;0,42;10,000000;6
 7,80;0,340;0,35; 1,80;0,042;  8,0;167,0;0,990800;3,11;0,41;12,100000;6
 7,30;0,260;0,36; 5,20;0,040; 31,0;141,0;0,993100;3,16;0,59;11,000000;6
 7,40;0,360;0,33; 1,40;0,025; 27,0; 55,0;0,991500;3,21;0,33;11,200000;6
 7,80;0,280;0,32; 9,00;0,036; 34,0;115,0;0,995200;3,17;0,39;10,300000;7
 6,10;0,310;0,26; 2,20;0,051; 28,0;167,0;0,992600;3,37;0,47;10,400000;6
 6,80;0,180;0,37; 1,60;0,055; 47,0;154,0;0,993400;3,08;0,45; 9,100000;5
 7,40;0,150;0,42; 1,70;0,045; 49,0;154,0;0,992000;3,00;0,60;10,400000;6
 5,90;0,130;0,28; 1,90;0,050; 20,0; 78,0;0,991800;3,43;0,64;10,800000;6
 7,20;0,340;0,34;12,60;0,048;  7,0; 41,0;0,994200;3,19;0,40;11,700000;5
 7,90;0,190;0,26; 2,10;0,039;  8,0;143,0;0,994200;3,05;0,74; 9,800000;5
 7,90;0,190;0,26; 2,10;0,039;  8,0;143,0;0,994200;3,05;0,74; 9,800000;5
 6,90;0,250;0,40; 1,30;0,038; 22,0;101,0;0,990100;3,03;0,39;11,400000;6
 5,80;0,360;0,32; 1,70;0,033; 22,0; 96,0;0,989800;3,03;0,38;11,200000;6
 5,60;0,350;0,37; 1,00;0,038;  6,0; 72,0;0,990200;3,37;0,34;11,400000;5
 5,90;0,320;0,39; 3,30;0,114; 24,0;140,0;0,993400;3,09;0,45; 9,200000;6
 7,20;0,310;0,46; 5,00;0,040;  3,0; 29,0;0,990600;3,04;0,53;12,500000;4
 6,10;0,280;0,22; 1,80;0,034; 32,0;116,0;0,989800;3,36;0,44;12,600000;6
 5,20;0,360;0,02; 1,60;0,031; 24,0;104,0;0,989600;3,44;0,35;12,200000;6
 5,60;0,190;0,47; 4,50;0,030; 19,0;112,0;0,992200;3,56;0,45;11,200000;6
 6,40;0,100;0,35; 4,90;0,048; 31,0;103,0;0,994700;3,43;0,79; 9,700000;6
 6,40;0,180;0,48; 4,00;0,186; 64,0;150,0;0,994500;3,06;0,40; 9,300000;5
 7,40;0,250;0,36;13,20;0,067; 53,0;178,0;0,997600;3,01;0,48; 9,000000;6
 7,40;0,250;0,36;13,20;0,067; 53,0;178,0;0,997600;3,01;0,48; 9,000000;6
 7,40;0,250;0,36;13,20;0,067; 53,0;178,0;0,997600;3,01;0,48; 9,000000;6
 7,90;0,345;0,51;15,30;0,047; 54,0;171,0;0,998700;3,09;0,51; 9,100000;5
 7,90;0,345;0,51;15,30;0,047; 54,0;171,0;0,998700;3,09;0,51; 9,100000;5
 7,40;0,250;0,36;13,20;0,067; 53,0;178,0;0,997600;3,01;0,48; 9,000000;6
 6,10;0,240;0,30; 1,50;0,045; 22,0; 61,0;0,992000;3,31;0,54;10,400000;5
 6,80;0,250;0,24; 4,55;0,053; 41,0;211,0;0,995500;3,37;0,67; 9,500000;6
